County	Scientific.Name	Common.Name	Year.Last.Documented	Taxonomic.Subgroup	Taxonomic.Group	NY.Listing.Status
Albany	Anaxyrus americanus	American Toad	1999	Frogs and Toads	Amphibians	Game with open season
Albany	Anaxyrus fowleri	Fowler's Toad	1999	Frogs and Toads	Amphibians	Game with open season
Albany	Hyla versicolor	Gray Treefrog	1999	Frogs and Toads	Amphibians	Game with open season
Albany	Lithobates catesbeianus	Bullfrog	1999	Frogs and Toads	Amphibians	Game with open season
Albany	Lithobates clamitans	Green Frog	1999	Frogs and Toads	Amphibians	Game with open season
Albany	Lithobates palustris	Pickerel Frog	1999	Frogs and Toads	Amphibians	Game with open season
Albany	Lithobates pipiens	Northern Leopard Frog	1999	Frogs and Toads	Amphibians	Game with open season
Albany	Lithobates sylvaticus	Wood Frog	1999	Frogs and Toads	Amphibians	Game with open season
Albany	Pseudacris crucifer	Spring Peeper	1999	Frogs and Toads	Amphibians	Game with open season
Albany	Scaphiopus holbrookii	Eastern Spadefoot	2006	Frogs and Toads	Amphibians	Special Concern
Albany	Ambystoma jeffersonianum x laterale	Jefferson Salamander Complex	1999	Salamanders	Amphibians	Game with no open season
Albany	Ambystoma laterale	Blue-spotted Salamander	1999	Salamanders	Amphibians	Special Concern
Albany	Ambystoma maculatum	Spotted Salamander	1999	Salamanders	Amphibians	Game with no open season
Albany	Ambystoma tigrinum	Tiger Salamander	NA	Salamanders	Amphibians	Endangered
Albany	Desmognathus fuscus	Dusky Salamander	1999	Salamanders	Amphibians	Game with no open season
Albany	Desmognathus ochrophaeus	Allegheny Mountain Dusky Salamander	1999	Salamanders	Amphibians	Game with no open season
Albany	Eurycea bislineata	Northern Two-lined Salamander	1999	Salamanders	Amphibians	Game with no open season
Albany	Gyrinophilus porphyriticus	Spring Salamander	1999	Salamanders	Amphibians	Game with no open season
Albany	Hemidactylium scutatum	Four-toed Salamander	1999	Salamanders	Amphibians	Game with no open season
Albany	Notophthalmus viridescens	Eastern Newt	1999	Salamanders	Amphibians	Game with no open season
Albany	Plethodon cinereus	Redback Salamander	1999	Salamanders	Amphibians	Game with no open season
Albany	Plethodon glutinosus	Northern Slimy Salamander	1999	Salamanders	Amphibians	Game with no open season
Albany	Pseudotriton ruber	Red Salamander	1999	Salamanders	Amphibians	Game with no open season
Albany	Anadromous Fish Concentration Area	Anadromous Fish Concentration Area	1986	Animal Assemblages	Animal Assemblages	not applicable
Albany	Bat Colony	Bat Colony	2011	Animal Assemblages	Animal Assemblages	not applicable
Albany	Bombus (Bombus) affinis	Rusty-patched Bumble Bee	1991	Bees	Bees, Wasps, and Ants	not listed
Albany	Bombus (Bombus) terricola	Yellowbanded Bumble Bee	2009	Bees	Bees, Wasps, and Ants	not listed
Albany	Bombus (Thoracobombus) pensylvanicus	American Bumble Bee	1987	Bees	Bees, Wasps, and Ants	not listed
Albany	Agelaius phoeniceus	Red-winged Blackbird	2005	Blackbirds and Orioles	Birds	Protected Bird
Albany	Dolichonyx oryzivorus	Bobolink	2005	Blackbirds and Orioles	Birds	Protected Bird
Albany	Icterus galbula	Baltimore Oriole	2005	Blackbirds and Orioles	Birds	Protected Bird
Albany	Icterus spurius	Orchard Oriole	2005	Blackbirds and Orioles	Birds	Protected Bird
Albany	Molothrus ater	Brown-headed Cowbird	2005	Blackbirds and Orioles	Birds	Protected Bird
Albany	Quiscalus quiscula	Common Grackle	2005	Blackbirds and Orioles	Birds	Protected Bird
Albany	Sturnella magna	Eastern Meadowlark	2005	Blackbirds and Orioles	Birds	Protected Bird
Albany	Cardinalis cardinalis	Northern Cardinal	2005	Cardinals and Buntings	Birds	Protected Bird
Albany	Passerina cyanea	Indigo Bunting	2005	Cardinals and Buntings	Birds	Protected Bird
Albany	Pheucticus ludovicianus	Rose-breasted Grosbeak	2005	Cardinals and Buntings	Birds	Protected Bird
Albany	Piranga olivacea	Scarlet Tanager	2005	Cardinals and Buntings	Birds	Protected Bird
Albany	Baeolophus bicolor	Tufted Titmouse	2005	Chickadees and Titmice	Birds	Protected Bird
Albany	Poecile atricapillus	Black-capped Chickadee	2005	Chickadees and Titmice	Birds	Protected Bird
Albany	Phalacrocorax auritus	Double-crested Cormorant	2005	Cormorants	Birds	Protected Bird
Albany	Certhia americana	Brown Creeper	2005	Creepers	Birds	Protected Bird
Albany	Corvus brachyrhynchos	American Crow	2005	Crows and Jays	Birds	Protected Bird - Game with open season
Albany	Corvus corax	Common Raven	2005	Crows and Jays	Birds	Protected Bird
Albany	Corvus ossifragus	Fish Crow	2005	Crows and Jays	Birds	Protected Bird - Game with open season
Albany	Cyanocitta cristata	Blue Jay	2005	Crows and Jays	Birds	Protected Bird
Albany	Coccyzus americanus	Yellow-billed Cuckoo	2005	Cuckoos	Birds	Protected Bird
Albany	Coccyzus erythropthalmus	Black-billed Cuckoo	2005	Cuckoos	Birds	Protected Bird
Albany	Aix sponsa	Wood Duck	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Albany	Anas discors	Blue-winged Teal	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Albany	Anas platyrhynchos	Mallard	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Albany	Anas platyrhynchos x rubripes	Mallard x Am. Black Duck Hybrid	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Albany	Anas rubripes	American Black Duck	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Albany	Branta canadensis	Canada Goose	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Albany	Lophodytes cucullatus	Hooded Merganser	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Albany	Haemorhous mexicanus	House Finch	2005	Finches and Crossbills	Birds	Protected Bird
Albany	Haemorhous purpureus	Purple Finch	2005	Finches and Crossbills	Birds	Protected Bird
Albany	Loxia curvirostra	Red Crossbill	2005	Finches and Crossbills	Birds	Protected Bird
Albany	Loxia leucoptera	White-winged Crossbill	2005	Finches and Crossbills	Birds	Protected Bird
Albany	Spinus pinus	Pine Siskin	2005	Finches and Crossbills	Birds	Protected Bird
Albany	Spinus tristis	American Goldfinch	2005	Finches and Crossbills	Birds	Protected Bird
Albany	Contopus virens	Eastern Wood-Pewee	2005	Flycatchers	Birds	Protected Bird
Albany	Empidonax alnorum	Alder Flycatcher	2005	Flycatchers	Birds	Protected Bird
Albany	Empidonax minimus	Least Flycatcher	2005	Flycatchers	Birds	Protected Bird
Albany	Empidonax traillii	Willow Flycatcher	2005	Flycatchers	Birds	Protected Bird
Albany	Myiarchus crinitus	Great Crested Flycatcher	2005	Flycatchers	Birds	Protected Bird
Albany	Sayornis phoebe	Eastern Phoebe	2005	Flycatchers	Birds	Protected Bird
Albany	Tyrannus tyrannus	Eastern Kingbird	2005	Flycatchers	Birds	Protected Bird
Albany	Polioptila caerulea	Blue-gray Gnatcatcher	2005	Gnatcatchers	Birds	Protected Bird
Albany	Podilymbus podiceps	Pied-billed Grebe	2012	Grebes	Birds	Threatened
Albany	Bonasa umbellus	Ruffed Grouse	2005	Grouse, Pheasants, Turkeys	Birds	Protected Bird - Game with open season
Albany	Colinus virginianus	Northern Bobwhite	2005	Grouse, Pheasants, Turkeys	Birds	Protected Bird - Game with open season
Albany	Meleagris gallopavo	Wild Turkey	2005	Grouse, Pheasants, Turkeys	Birds	Protected Bird - Game with open season
Albany	Phasianus colchicus	Ring-necked Pheasant	2005	Grouse, Pheasants, Turkeys	Birds	Protected Bird - Game with open season
Albany	Actitis macularius	Spotted Sandpiper	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird
Albany	Bartramia longicauda	Upland Sandpiper	1983	Gulls, Terns, Plovers, Shorebirds	Birds	Threatened
Albany	Charadrius vociferus	Killdeer	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird
Albany	Gallinago delicata	Wilson's Snipe	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird - Game with open season
Albany	Scolopax minor	American Woodcock	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird - Game with open season
Albany	Accipiter cooperii	Cooper's Hawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
Albany	Accipiter gentilis	Northern Goshawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
Albany	Accipiter striatus	Sharp-shinned Hawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
Albany	Buteo jamaicensis	Red-tailed Hawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Protected Bird
Albany	Buteo lineatus	Red-shouldered Hawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
Albany	Buteo platypterus	Broad-winged Hawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Protected Bird
Albany	Cathartes aura	Turkey Vulture	2005	Hawks, Falcons, Eagles, Vultures	Birds	Protected Bird
Albany	Circus cyaneus	Northern Harrier	2002	Hawks, Falcons, Eagles, Vultures	Birds	Threatened
Albany	Falco peregrinus	Peregrine Falcon	2009	Hawks, Falcons, Eagles, Vultures	Birds	Endangered
Albany	Falco sparverius	American Kestrel	2005	Hawks, Falcons, Eagles, Vultures	Birds	Protected Bird
Albany	Haliaeetus leucocephalus	Bald Eagle	2016	Hawks, Falcons, Eagles, Vultures	Birds	Threatened
Albany	Pandion haliaetus	Osprey	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
Albany	Ardea herodias	Great Blue Heron	2005	Herons, Bitterns, Egrets, Pelicans	Birds	Protected Bird
Albany	Botaurus lentiginosus	American Bittern	2005	Herons, Bitterns, Egrets, Pelicans	Birds	Special Concern
Albany	Butorides virescens	Green Heron	2005	Herons, Bitterns, Egrets, Pelicans	Birds	Protected Bird
Albany	Ixobrychus exilis	Least Bittern	2013	Herons, Bitterns, Egrets, Pelicans	Birds	Threatened
Albany	Nycticorax nycticorax	Black-crowned Night-Heron	2005	Herons, Bitterns, Egrets, Pelicans	Birds	Protected Bird
Albany	Archilochus colubris	Ruby-throated Hummingbird	2005	Hummingbirds and Swifts	Birds	Protected Bird
Albany	Chaetura pelagica	Chimney Swift	2005	Hummingbirds and Swifts	Birds	Protected Bird
Albany	Megaceryle alcyon	Belted Kingfisher	2005	Kingfishers	Birds	Protected Bird
Albany	Regulus calendula	Ruby-crowned Kinglet	2005	Kinglets	Birds	Protected Bird
Albany	Regulus satrapa	Golden-crowned Kinglet	2005	Kinglets	Birds	Protected Bird
Albany	Dumetella carolinensis	Gray Catbird	2005	Mockingbirds and Thrashers	Birds	Protected Bird
Albany	Mimus polyglottos	Northern Mockingbird	2005	Mockingbirds and Thrashers	Birds	Protected Bird
Albany	Toxostoma rufum	Brown Thrasher	2005	Mockingbirds and Thrashers	Birds	Protected Bird
Albany	Antrostomus vociferus	Whip-poor-will	2005	Nightbirds	Birds	Special Concern
Albany	Sitta canadensis	Red-breasted Nuthatch	2005	Nuthatches	Birds	Protected Bird
Albany	Sitta carolinensis	White-breasted Nuthatch	2005	Nuthatches	Birds	Protected Bird
Albany	Passer domesticus	House Sparrow	2005	Old World Sparrows	Birds	not listed
Albany	Aegolius acadicus	Northern Saw-whet Owl	2005	Owls	Birds	Protected Bird
Albany	Asio otus	Long-eared Owl	2005	Owls	Birds	Protected Bird
Albany	Bubo virginianus	Great Horned Owl	2005	Owls	Birds	Protected Bird
Albany	Megascops asio	Eastern Screech-Owl	2005	Owls	Birds	Protected Bird
Albany	Strix varia	Barred Owl	2005	Owls	Birds	Protected Bird
Albany	Tyto alba	Barn Owl	NA	Owls	Birds	Protected Bird
Albany	Columba livia	Rock Pigeon	2005	Pigeons and Doves	Birds	not listed
Albany	Zenaida macroura	Mourning Dove	2005	Pigeons and Doves	Birds	Protected Bird
Albany	Gallinula galeata	Common Moorhen	2005	Rails, Coots and Cranes	Birds	Protected Bird - Game with open season
Albany	Porzana carolina	Sora	2005	Rails, Coots and Cranes	Birds	Protected Bird - Game with open season
Albany	Rallus elegans	King Rail	1984	Rails, Coots and Cranes	Birds	Threatened
Albany	Rallus limicola	Virginia Rail	2005	Rails, Coots and Cranes	Birds	Protected Bird - Game with open season
Albany	Ammodramus henslowii	Henslow's Sparrow	1992	Sparrows and Towhees	Birds	Threatened
Albany	Ammodramus savannarum	Grasshopper Sparrow	2005	Sparrows and Towhees	Birds	Special Concern
Albany	Junco hyemalis	Dark-eyed Junco	2005	Sparrows and Towhees	Birds	Protected Bird
Albany	Melospiza georgiana	Swamp Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
Albany	Melospiza melodia	Song Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
Albany	Passerculus sandwichensis	Savannah Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
Albany	Pipilo erythrophthalmus	Eastern Towhee	2005	Sparrows and Towhees	Birds	Protected Bird
Albany	Pooecetes gramineus	Vesper Sparrow	2005	Sparrows and Towhees	Birds	Special Concern
Albany	Spizella passerina	Chipping Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
Albany	Spizella pusilla	Field Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
Albany	Zonotrichia albicollis	White-throated Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
Albany	Sturnus vulgaris	European Starling	2005	Starlings	Birds	not listed
Albany	Hirundo rustica	Barn Swallow	2005	Swallows	Birds	Protected Bird
Albany	Petrochelidon pyrrhonota	Cliff Swallow	2005	Swallows	Birds	Protected Bird
Albany	Progne subis	Purple Martin	2005	Swallows	Birds	Protected Bird
Albany	Riparia riparia	Bank Swallow	2005	Swallows	Birds	Protected Bird
Albany	Stelgidopteryx serripennis	Northern Rough-winged Swallow	2005	Swallows	Birds	Protected Bird
Albany	Tachycineta bicolor	Tree Swallow	2005	Swallows	Birds	Protected Bird
Albany	Catharus fuscescens	Veery	2005	Thrushes and Bluebirds	Birds	Protected Bird
Albany	Catharus guttatus	Hermit Thrush	2005	Thrushes and Bluebirds	Birds	Protected Bird
Albany	Catharus ustulatus	Swainson's Thrush	2005	Thrushes and Bluebirds	Birds	Protected Bird
Albany	Hylocichla mustelina	Wood Thrush	2005	Thrushes and Bluebirds	Birds	Protected Bird
Albany	Sialia sialis	Eastern Bluebird	2005	Thrushes and Bluebirds	Birds	Protected Bird
Albany	Turdus migratorius	American Robin	2005	Thrushes and Bluebirds	Birds	Protected Bird
Albany	Vireo flavifrons	Yellow-throated Vireo	2005	Vireos	Birds	Protected Bird
Albany	Vireo gilvus	Warbling Vireo	2005	Vireos	Birds	Protected Bird
Albany	Vireo olivaceus	Red-eyed Vireo	2005	Vireos	Birds	Protected Bird
Albany	Vireo solitarius	Blue-headed Vireo	2005	Vireos	Birds	Protected Bird
Albany	Bombycilla cedrorum	Cedar Waxwing	2005	Waxwings	Birds	Protected Bird
Albany	Colaptes auratus	Northern Flicker	2005	Woodpeckers	Birds	Protected Bird
Albany	Dryocopus pileatus	Pileated Woodpecker	2005	Woodpeckers	Birds	Protected Bird
Albany	Melanerpes carolinus	Red-bellied Woodpecker	2005	Woodpeckers	Birds	Protected Bird
Albany	Melanerpes erythrocephalus	Red-headed Woodpecker	2013	Woodpeckers	Birds	Special Concern
Albany	Picoides pubescens	Downy Woodpecker	2005	Woodpeckers	Birds	Protected Bird
Albany	Picoides villosus	Hairy Woodpecker	2005	Woodpeckers	Birds	Protected Bird
Albany	Sphyrapicus varius	Yellow-bellied Sapsucker	2005	Woodpeckers	Birds	Protected Bird
Albany	Cardellina canadensis	Canada Warbler	2005	Wood-Warblers	Birds	Protected Bird
Albany	Geothlypis trichas	Common Yellowthroat	2005	Wood-Warblers	Birds	Protected Bird
Albany	Helmitheros vermivorum	Worm-eating Warbler	2005	Wood-Warblers	Birds	Protected Bird
Albany	Mniotilta varia	Black-and-white Warbler	2005	Wood-Warblers	Birds	Protected Bird
Albany	Oreothlypis ruficapilla	Nashville Warbler	2005	Wood-Warblers	Birds	Protected Bird
Albany	Parkesia motacilla	Louisiana Waterthrush	2005	Wood-Warblers	Birds	Protected Bird
Albany	Parkesia noveboracensis	Northern Waterthrush	2005	Wood-Warblers	Birds	Protected Bird
Albany	Protonotaria citrea	Prothonotary Warbler	NA	Wood-Warblers	Birds	Protected Bird
Albany	Seiurus aurocapilla	Ovenbird	2005	Wood-Warblers	Birds	Protected Bird
Albany	Setophaga caerulescens	Black-throated Blue Warbler	2005	Wood-Warblers	Birds	Protected Bird
Albany	Setophaga cerulea	Cerulean Warbler	2005	Wood-Warblers	Birds	Special Concern
Albany	Setophaga citrina	Hooded Warbler	2005	Wood-Warblers	Birds	Protected Bird
Albany	Setophaga coronata	Yellow-rumped Warbler	2005	Wood-Warblers	Birds	Protected Bird
Albany	Setophaga discolor	Prairie Warbler	2005	Wood-Warblers	Birds	Protected Bird
Albany	Setophaga fusca	Blackburnian Warbler	2005	Wood-Warblers	Birds	Protected Bird
Albany	Setophaga magnolia	Magnolia Warbler	2005	Wood-Warblers	Birds	Protected Bird
Albany	Setophaga pensylvanica	Chestnut-sided Warbler	2005	Wood-Warblers	Birds	Protected Bird
Albany	Setophaga petechia	Yellow Warbler	2005	Wood-Warblers	Birds	Protected Bird
Albany	Setophaga pinus	Pine Warbler	2005	Wood-Warblers	Birds	Protected Bird
Albany	Setophaga ruticilla	American Redstart	2005	Wood-Warblers	Birds	Protected Bird
Albany	Setophaga virens	Black-throated Green Warbler	2005	Wood-Warblers	Birds	Protected Bird
Albany	Vermivora chrysoptera	Golden-winged Warbler	2005	Wood-Warblers	Birds	Special Concern
Albany	Vermivora chrysoptera x cyanoptera	Lawrence's Warbler	2005	Wood-Warblers	Birds	Protected Bird
Albany	Vermivora cyanoptera	Blue-winged Warbler	2005	Wood-Warblers	Birds	Protected Bird
Albany	Vermivora cyanoptera x chrysoptera	Brewster's Warbler	2005	Wood-Warblers	Birds	Protected Bird
Albany	Cistothorus palustris	Marsh Wren	2005	Wrens	Birds	Protected Bird
Albany	Cistothorus platensis	Sedge Wren	1991	Wrens	Birds	Threatened
Albany	Thryothorus ludovicianus	Carolina Wren	2005	Wrens	Birds	Protected Bird
Albany	Troglodytes aedon	House Wren	2005	Wrens	Birds	Protected Bird
Albany	Troglodytes hiemalis	Winter Wren	2005	Wrens	Birds	Protected Bird
Albany	Atrytonopsis hianna	Dusted Skipper	1987	Butterflies and Skippers	Butterflies and Moths	not listed
Albany	Callophrys henrici	Henry's Elfin	2012	Butterflies and Skippers	Butterflies and Moths	Special Concern
Albany	Callophrys irus	Frosted Elfin	2017	Butterflies and Skippers	Butterflies and Moths	Threatened
Albany	Erynnis martialis	Mottled Duskywing	2015	Butterflies and Skippers	Butterflies and Moths	Special Concern
Albany	Erynnis persius persius	Persius Duskywing	1963	Butterflies and Skippers	Butterflies and Moths	Endangered
Albany	Phyciodes batesii batesii	Tawny Crescent	1970	Butterflies and Skippers	Butterflies and Moths	Special Concern
Albany	Plebejus melissa samuelis	Karner Blue	2008	Butterflies and Skippers	Butterflies and Moths	Endangered
Albany	Satyrium edwardsii	Edwards' Hairstreak	1987	Butterflies and Skippers	Butterflies and Moths	not listed
Albany	Acronicta albarufa	Barrens Dagger Moth	1983	Moths	Butterflies and Moths	not listed
Albany	Anisota senatoria	Orange-striped Oakworm Moth	2014	Moths	Butterflies and Moths	not listed
Albany	Bagisara rectifascia	Straight Lined Mallow Moth	2014	Moths	Butterflies and Moths	not listed
Albany	Catocala pretiosa pretiosa	Precious Underwing	NA	Moths	Butterflies and Moths	not listed
Albany	Catocala umbrosa	An Underwing Moth	NA	Moths	Butterflies and Moths	not listed
Albany	Cerma cora	Bird Dropping Moth	1990	Moths	Butterflies and Moths	not listed
Albany	Chaetaglaea cerata	Waxed Sallow	1990	Moths	Butterflies and Moths	not listed
Albany	Chytonix sensilis	Sensitive Chytonix	2016	Moths	Butterflies and Moths	not listed
Albany	Cleora projecta	Projecta Gray	2015	Moths	Butterflies and Moths	not listed
Albany	Dargida rubripennis	The Pink Streak	2016	Moths	Butterflies and Moths	not listed
Albany	Erastria coloraria	Broad-lined Catopyrrha	2016	Moths	Butterflies and Moths	not listed
Albany	Fagitana littera	Marsh Fern Moth	NA	Moths	Butterflies and Moths	not listed
Albany	Hemileuca maia maia	Inland Barrens Buckmoth	2002	Moths	Butterflies and Moths	Special Concern
Albany	Macrochilo bivittata	Two-striped Cord Grass Moth	2014	Moths	Butterflies and Moths	not listed
Albany	Paectes abrostolella	A Notodontid Moth	2015	Moths	Butterflies and Moths	not listed
Albany	Papaipema sp. 2 nr. pterisii	Ostrich Fern Borer Moth	NA	Moths	Butterflies and Moths	not listed
Albany	Renia nemoralis	Chocolate Renia	2016	Moths	Butterflies and Moths	not listed
Albany	Speranza exonerata	Barrens Itame	2016	Moths	Butterflies and Moths	not listed
Albany	Sympistis dentata	Toothed Apharetra	1990	Moths	Butterflies and Moths	not listed
Albany	Virbia aurantiaca	Orange Holomelina	2015	Moths	Butterflies and Moths	not listed
Albany	Zale curema	Black-eyed Zale	2014	Moths	Butterflies and Moths	not listed
Albany	Zale lunifera	Pine Barrens Zale	2014	Moths	Butterflies and Moths	not listed
Albany	Zanclognatha martha	Pine Barrens Zanclognatha	2016	Moths	Butterflies and Moths	not listed
Albany	Anax longipes	Comet Darner	2006	Dragonflies	Dragonflies and Damselflies	not listed
Albany	Gomphus vastus	Cobra Clubtail	2009	Dragonflies	Dragonflies and Damselflies	not listed
Albany	Neurocordulia obsoleta	Umber Shadowdragon	2008	Dragonflies	Dragonflies and Damselflies	not listed
Albany	Somatochlora kennedyi	Kennedy's Emerald	NA	Dragonflies	Dragonflies and Damselflies	not listed
Albany	Stylurus amnicola	Riverine Clubtail	1926	Dragonflies	Dragonflies and Damselflies	not listed
Albany	Stylurus plagiatus	Russet-tipped Clubtail	2009	Dragonflies	Dragonflies and Damselflies	not listed
Albany	Williamsonia lintneri	Ringed Boghaunter	1874	Dragonflies	Dragonflies and Damselflies	not listed
Albany	Couesius plumbeus	Lake Chub	NA	Minnows, Shiners, Suckers	Fish	not listed
Albany	Notropis bifrenatus	Bridle Shiner	NA	Minnows, Shiners, Suckers	Fish	not listed
Albany	Acipenser brevirostrum	Shortnose Sturgeon	2013	Sturgeons and Paddlefish	Fish	Endangered
Albany	Acipenser oxyrinchus	Atlantic Sturgeon	NA	Sturgeons and Paddlefish	Fish	Protected - no open season
Albany	Lasionycteris noctivagans	Silver-haired Bat	NA	Bats	Mammals	not listed
Albany	Myotis leibii	Eastern Small-footed Myotis	2011	Bats	Mammals	Special Concern
Albany	Myotis septentrionalis	Northern Long-eared Bat	2014	Bats	Mammals	Threatened
Albany	Myotis sodalis	Indiana Bat	2010	Bats	Mammals	Endangered
Albany	Perimyotis subflavus	Tri-colored Bat	NA	Bats	Mammals	not listed
Albany	Neotoma magister	Allegheny Woodrat	NA	Rodents	Mammals	Endangered
Albany	Anodonta implicata	Alewife Floater	1984	Freshwater Mussels	Mussels and Clams	not listed
Albany	Lampsilis cariosa	Yellow Lampmussel	1890	Freshwater Mussels	Mussels and Clams	not listed
Albany	Leptodea ochracea	Tidewater Mucket	1890	Freshwater Mussels	Mussels and Clams	not listed
Albany	Ligumia nasuta	Eastern Pondmussel	1904	Freshwater Mussels	Mussels and Clams	not listed
Albany	Agkistrodon contortrix	Copperhead	1999	Snakes	Reptiles	Game with no open season
Albany	Carphophis amoenus	Eastern Wormsnake	2009	Snakes	Reptiles	Special Concern
Albany	Coluber constrictor	Racer	1999	Snakes	Reptiles	Game with no open season
Albany	Crotalus horridus	Timber Rattlesnake	NA	Snakes	Reptiles	Threatened
Albany	Diadophis punctatus	Ring-necked Snake	1999	Snakes	Reptiles	Game with no open season
Albany	Heterodon platirhinos	Eastern Hog-nosed Snake	1999	Snakes	Reptiles	Special Concern
Albany	Lampropeltis triangulum	Milksnake	1999	Snakes	Reptiles	Game with no open season
Albany	Nerodia sipedon	Northern Watersnake	1999	Snakes	Reptiles	Game with no open season
Albany	Opheodrys vernalis	Smooth Green Snake	1999	Snakes	Reptiles	Game with no open season
Albany	Pantherophis spiloides	Eastern Ratsnake	1999	Snakes	Reptiles	Game with no open season
Albany	Storeria dekayi	Dekay's Brownsnake	1999	Snakes	Reptiles	Game with no open season
Albany	Storeria occipitomaculata	Red-bellied Snake	1999	Snakes	Reptiles	Game with no open season
Albany	Thamnophis sauritus	Eastern Ribbonsnake	1999	Snakes	Reptiles	Game with no open season
Albany	Thamnophis sirtalis	Common Gartersnake	1999	Snakes	Reptiles	Game with no open season
Albany	Apalone spinifera	Spiny Softshell	NA	Turtles	Reptiles	Special Concern
Albany	Chelydra serpentina	Snapping Turtle	1999	Turtles	Reptiles	Game with open season
Albany	Chrysemys picta	Painted Turtle	1999	Turtles	Reptiles	Game with no open season
Albany	Clemmys guttata	Spotted Turtle	1999	Turtles	Reptiles	Special Concern
Albany	Glyptemys insculpta	Wood Turtle	1999	Turtles	Reptiles	Special Concern
Albany	Glyptemys muhlenbergii	Bog Turtle	1960	Turtles	Reptiles	Endangered
Albany	Graptemys geographica	Common Map Turtle	1999	Turtles	Reptiles	Game with no open season
Albany	Sternotherus odoratus	Common Musk Turtle	1999	Turtles	Reptiles	Game with no open season
Albany	Terrapene carolina	Eastern Box Turtle	1999	Turtles	Reptiles	Special Concern
Albany	Red maple-hardwood swamp	Red Maple-Hardwood Swamp	1998	Forested Mineral Soil Wetlands	Freshwater Nontidal Wetlands	not applicable
Albany	Silver maple-ash swamp	Silver Maple-Ash Swamp	1998	Forested Mineral Soil Wetlands	Freshwater Nontidal Wetlands	not applicable
Albany	Pine barrens vernal pond	Pine Barrens Vernal Pond	2015	Open Mineral Soil Wetlands	Freshwater Nontidal Wetlands	not applicable
Albany	Freshwater intertidal mudflats	Freshwater Intertidal Mudflats	1988	Intertidal Wetlands	Tidal Wetlands	not applicable
Albany	Freshwater tidal marsh	Freshwater Tidal Marsh	1988	Intertidal Wetlands	Tidal Wetlands	not applicable
Albany	Tidal river	Tidal River	2000	Subtidal Wetlands	Tidal Wetlands	not applicable
Albany	Limestone woodland	Limestone Woodland	2003	Barrens and Woodlands	Uplands	not applicable
Albany	Pitch pine-scrub oak barrens	Pitch Pine-Scrub Oak Barrens	2008	Barrens and Woodlands	Uplands	not applicable
Albany	Red cedar rocky summit	Red Cedar Rocky Summit	1998	Barrens and Woodlands	Uplands	not applicable
Albany	Appalachian oak-hickory forest	Appalachian Oak-Hickory Forest	2001	Forested Uplands	Uplands	not applicable
Albany	Chestnut oak forest	Chestnut Oak Forest	2001	Forested Uplands	Uplands	not applicable
Albany	Hemlock-northern hardwood forest	Hemlock-Northern Hardwood Forest	2003	Forested Uplands	Uplands	not applicable
Albany	Maple-basswood rich mesic forest	Maple-Basswood Rich Mesic Forest	1999	Forested Uplands	Uplands	not applicable
Albany	Pitch pine-oak forest	Pitch Pine-Oak Forest	2008	Forested Uplands	Uplands	not applicable
Albany	Calcareous cliff community	Calcareous Cliff Community	1999	Open Uplands	Uplands	not applicable
Albany	Rocky summit grassland	Rocky Summit Grassland	1997	Open Uplands	Uplands	not applicable
Albany	Shale cliff and talus community	Shale Cliff and Talus Community	2002	Open Uplands	Uplands	not applicable
Albany	Pinus echinata	Shortleaf Pine	NA	Conifers	Conifers	Endangered
Albany	Botrychium oneidense	Blunt-lobe Grape Fern	1929	Ferns	Ferns and Fern Allies	Threatened
Albany	Pellaea glabella ssp. glabella	Smooth Cliff Brake	2012	Ferns	Ferns and Fern Allies	Threatened
Albany	Bidens beckii	Beck's Water Marigold	NA	Asters, Goldenrods and Daisies	Flowering Plants	not listed
Albany	Bidens bidentoides	Delmarva Beggar-ticks	2001	Asters, Goldenrods and Daisies	Flowering Plants	Rare
