County	Scientific.Name	Common.Name	Year.Last.Documented	Taxonomic.Subgroup	Taxonomic.Group	NY.Listing.Status
St. Lawrence	Pseudacris crucifer	Spring Peeper	1999	Frogs and Toads	Amphibians	Game with open season
St. Lawrence	Pseudacris triseriata	Western Chorus Frog	1999	Frogs and Toads	Amphibians	Game with open season
St. Lawrence	Ambystoma jeffersonianum	Jefferson Salamander	1999	Salamanders	Amphibians	Special Concern
St. Lawrence	Ambystoma jeffersonianum x laterale	Jefferson Salamander Complex	1999	Salamanders	Amphibians	Game with no open season
St. Lawrence	Ambystoma laterale	Blue-spotted Salamander	1999	Salamanders	Amphibians	Special Concern
St. Lawrence	Ambystoma maculatum	Spotted Salamander	1999	Salamanders	Amphibians	Game with no open season
St. Lawrence	Desmognathus fuscus	Dusky Salamander	1999	Salamanders	Amphibians	Game with no open season
St. Lawrence	Desmognathus ochrophaeus	Allegheny Mountain Dusky Salamander	1999	Salamanders	Amphibians	Game with no open season
St. Lawrence	Eurycea bislineata	Northern Two-lined Salamander	1999	Salamanders	Amphibians	Game with no open season
St. Lawrence	Gyrinophilus porphyriticus	Spring Salamander	1999	Salamanders	Amphibians	Game with no open season
St. Lawrence	Necturus maculosus	Mudpuppy	1999	Salamanders	Amphibians	Game with no open season
St. Lawrence	Notophthalmus viridescens	Eastern Newt	1999	Salamanders	Amphibians	Game with no open season
St. Lawrence	Plethodon cinereus	Redback Salamander	1999	Salamanders	Amphibians	Game with no open season
St. Lawrence	Bat Colony	Bat Colony	1986	Animal Assemblages	Animal Assemblages	not applicable
St. Lawrence	Gull Colony	Gull Colony	1982	Animal Assemblages	Animal Assemblages	not applicable
St. Lawrence	Waterfowl Winter Concentration Area	Waterfowl Winter Concentration Area	1992	Animal Assemblages	Animal Assemblages	not applicable
St. Lawrence	Agelaius phoeniceus	Red-winged Blackbird	2005	Blackbirds and Orioles	Birds	Protected Bird
St. Lawrence	Dolichonyx oryzivorus	Bobolink	2005	Blackbirds and Orioles	Birds	Protected Bird
St. Lawrence	Euphagus carolinus	Rusty Blackbird	2010	Blackbirds and Orioles	Birds	Protected Bird
St. Lawrence	Icterus galbula	Baltimore Oriole	2005	Blackbirds and Orioles	Birds	Protected Bird
St. Lawrence	Molothrus ater	Brown-headed Cowbird	2005	Blackbirds and Orioles	Birds	Protected Bird
St. Lawrence	Quiscalus quiscula	Common Grackle	2005	Blackbirds and Orioles	Birds	Protected Bird
St. Lawrence	Sturnella magna	Eastern Meadowlark	2005	Blackbirds and Orioles	Birds	Protected Bird
St. Lawrence	Cardinalis cardinalis	Northern Cardinal	2005	Cardinals and Buntings	Birds	Protected Bird
St. Lawrence	Passerina cyanea	Indigo Bunting	2005	Cardinals and Buntings	Birds	Protected Bird
St. Lawrence	Pheucticus ludovicianus	Rose-breasted Grosbeak	2005	Cardinals and Buntings	Birds	Protected Bird
St. Lawrence	Piranga olivacea	Scarlet Tanager	2005	Cardinals and Buntings	Birds	Protected Bird
St. Lawrence	Baeolophus bicolor	Tufted Titmouse	2005	Chickadees and Titmice	Birds	Protected Bird
St. Lawrence	Poecile atricapillus	Black-capped Chickadee	2005	Chickadees and Titmice	Birds	Protected Bird
St. Lawrence	Poecile hudsonicus	Boreal Chickadee	2005	Chickadees and Titmice	Birds	Protected Bird
St. Lawrence	Phalacrocorax auritus	Double-crested Cormorant	2005	Cormorants	Birds	Protected Bird
St. Lawrence	Certhia americana	Brown Creeper	2005	Creepers	Birds	Protected Bird
St. Lawrence	Corvus brachyrhynchos	American Crow	2005	Crows and Jays	Birds	Protected Bird - Game with open season
St. Lawrence	Corvus corax	Common Raven	2005	Crows and Jays	Birds	Protected Bird
St. Lawrence	Cyanocitta cristata	Blue Jay	2005	Crows and Jays	Birds	Protected Bird
St. Lawrence	Perisoreus canadensis	Gray Jay	2005	Crows and Jays	Birds	Protected Bird
St. Lawrence	Coccyzus americanus	Yellow-billed Cuckoo	2005	Cuckoos	Birds	Protected Bird
St. Lawrence	Coccyzus erythropthalmus	Black-billed Cuckoo	2005	Cuckoos	Birds	Protected Bird
St. Lawrence	Aix sponsa	Wood Duck	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
St. Lawrence	Anas americana	American Wigeon	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
St. Lawrence	Anas clypeata	Northern Shoveler	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
St. Lawrence	Anas crecca	Green-winged Teal	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
St. Lawrence	Anas discors	Blue-winged Teal	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
St. Lawrence	Anas platyrhynchos	Mallard	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
St. Lawrence	Anas platyrhynchos x rubripes	Mallard x Am. Black Duck Hybrid	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
St. Lawrence	Anas rubripes	American Black Duck	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
St. Lawrence	Anas strepera	Gadwall	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
St. Lawrence	Aythya americana	Redhead	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
St. Lawrence	Aythya collaris	Ring-necked Duck	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
St. Lawrence	Branta canadensis	Canada Goose	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
St. Lawrence	Cygnus buccinator	Trumpeter Swan	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird
St. Lawrence	Cygnus olor	Mute Swan	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird
St. Lawrence	Lophodytes cucullatus	Hooded Merganser	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
St. Lawrence	Mergus merganser	Common Merganser	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
St. Lawrence	Mergus serrator	Red-breasted Merganser	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
St. Lawrence	Oxyura jamaicensis	Ruddy Duck	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
St. Lawrence	Coccothraustes vespertinus	Evening Grosbeak	2005	Finches and Crossbills	Birds	Protected Bird
St. Lawrence	Haemorhous mexicanus	House Finch	2005	Finches and Crossbills	Birds	Protected Bird
St. Lawrence	Haemorhous purpureus	Purple Finch	2005	Finches and Crossbills	Birds	Protected Bird
St. Lawrence	Loxia curvirostra	Red Crossbill	2005	Finches and Crossbills	Birds	Protected Bird
St. Lawrence	Loxia leucoptera	White-winged Crossbill	2005	Finches and Crossbills	Birds	Protected Bird
St. Lawrence	Spinus pinus	Pine Siskin	2005	Finches and Crossbills	Birds	Protected Bird
St. Lawrence	Spinus tristis	American Goldfinch	2005	Finches and Crossbills	Birds	Protected Bird
St. Lawrence	Contopus cooperi	Olive-sided Flycatcher	2005	Flycatchers	Birds	Protected Bird
St. Lawrence	Contopus virens	Eastern Wood-Pewee	2005	Flycatchers	Birds	Protected Bird
St. Lawrence	Empidonax alnorum	Alder Flycatcher	2005	Flycatchers	Birds	Protected Bird
St. Lawrence	Empidonax flaviventris	Yellow-bellied Flycatcher	2005	Flycatchers	Birds	Protected Bird
St. Lawrence	Empidonax minimus	Least Flycatcher	2005	Flycatchers	Birds	Protected Bird
St. Lawrence	Empidonax traillii	Willow Flycatcher	2005	Flycatchers	Birds	Protected Bird
St. Lawrence	Myiarchus crinitus	Great Crested Flycatcher	2005	Flycatchers	Birds	Protected Bird
St. Lawrence	Sayornis phoebe	Eastern Phoebe	2005	Flycatchers	Birds	Protected Bird
St. Lawrence	Tyrannus tyrannus	Eastern Kingbird	2005	Flycatchers	Birds	Protected Bird
St. Lawrence	Polioptila caerulea	Blue-gray Gnatcatcher	2005	Gnatcatchers	Birds	Protected Bird
St. Lawrence	Podilymbus podiceps	Pied-billed Grebe	2013	Grebes	Birds	Threatened
St. Lawrence	Bonasa umbellus	Ruffed Grouse	2005	Grouse, Pheasants, Turkeys	Birds	Protected Bird - Game with open season
St. Lawrence	Falcipennis canadensis	Spruce Grouse	2004	Grouse, Pheasants, Turkeys	Birds	Endangered
St. Lawrence	Meleagris gallopavo	Wild Turkey	2005	Grouse, Pheasants, Turkeys	Birds	Protected Bird - Game with open season
St. Lawrence	Phasianus colchicus	Ring-necked Pheasant	2005	Grouse, Pheasants, Turkeys	Birds	Protected Bird - Game with open season
St. Lawrence	Actitis macularius	Spotted Sandpiper	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird
St. Lawrence	Bartramia longicauda	Upland Sandpiper	2004	Gulls, Terns, Plovers, Shorebirds	Birds	Threatened
St. Lawrence	Charadrius vociferus	Killdeer	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird
St. Lawrence	Chlidonias niger	Black Tern	2007	Gulls, Terns, Plovers, Shorebirds	Birds	Endangered
St. Lawrence	Gallinago delicata	Wilson's Snipe	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird - Game with open season
St. Lawrence	Larus argentatus	Herring Gull	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird
St. Lawrence	Larus delawarensis	Ring-billed Gull	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird
St. Lawrence	Larus marinus	Great Black-backed Gull	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird
St. Lawrence	Scolopax minor	American Woodcock	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird - Game with open season
St. Lawrence	Sterna hirundo	Common Tern	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Threatened
St. Lawrence	Accipiter cooperii	Cooper's Hawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
St. Lawrence	Accipiter gentilis	Northern Goshawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
St. Lawrence	Accipiter striatus	Sharp-shinned Hawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
St. Lawrence	Aquila chrysaetos	Golden Eagle	1960	Hawks, Falcons, Eagles, Vultures	Birds	Endangered
St. Lawrence	Buteo jamaicensis	Red-tailed Hawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Protected Bird
St. Lawrence	Buteo lineatus	Red-shouldered Hawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
St. Lawrence	Buteo platypterus	Broad-winged Hawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Protected Bird
St. Lawrence	Cathartes aura	Turkey Vulture	2005	Hawks, Falcons, Eagles, Vultures	Birds	Protected Bird
St. Lawrence	Circus cyaneus	Northern Harrier	2011	Hawks, Falcons, Eagles, Vultures	Birds	Threatened
St. Lawrence	Falco columbarius	Merlin	2005	Hawks, Falcons, Eagles, Vultures	Birds	Protected Bird
St. Lawrence	Falco peregrinus	Peregrine Falcon	2009	Hawks, Falcons, Eagles, Vultures	Birds	Endangered
St. Lawrence	Falco sparverius	American Kestrel	2005	Hawks, Falcons, Eagles, Vultures	Birds	Protected Bird
St. Lawrence	Haliaeetus leucocephalus	Bald Eagle	2016	Hawks, Falcons, Eagles, Vultures	Birds	Threatened
St. Lawrence	Pandion haliaetus	Osprey	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
St. Lawrence	Ardea herodias	Great Blue Heron	2005	Herons, Bitterns, Egrets, Pelicans	Birds	Protected Bird
St. Lawrence	Botaurus lentiginosus	American Bittern	2005	Herons, Bitterns, Egrets, Pelicans	Birds	Special Concern
St. Lawrence	Butorides virescens	Green Heron	2005	Herons, Bitterns, Egrets, Pelicans	Birds	Protected Bird
St. Lawrence	Ixobrychus exilis	Least Bittern	2007	Herons, Bitterns, Egrets, Pelicans	Birds	Threatened
St. Lawrence	Nycticorax nycticorax	Black-crowned Night-Heron	2005	Herons, Bitterns, Egrets, Pelicans	Birds	Protected Bird
St. Lawrence	Archilochus colubris	Ruby-throated Hummingbird	2005	Hummingbirds and Swifts	Birds	Protected Bird
St. Lawrence	Chaetura pelagica	Chimney Swift	2005	Hummingbirds and Swifts	Birds	Protected Bird
St. Lawrence	Megaceryle alcyon	Belted Kingfisher	2005	Kingfishers	Birds	Protected Bird
St. Lawrence	Regulus calendula	Ruby-crowned Kinglet	2005	Kinglets	Birds	Protected Bird
St. Lawrence	Regulus satrapa	Golden-crowned Kinglet	2005	Kinglets	Birds	Protected Bird
St. Lawrence	Eremophila alpestris	Horned Lark	2005	Larks	Birds	Special Concern
St. Lawrence	Gavia immer	Common Loon	2009	Loons	Birds	Special Concern
St. Lawrence	Dumetella carolinensis	Gray Catbird	2005	Mockingbirds and Thrashers	Birds	Protected Bird
St. Lawrence	Mimus polyglottos	Northern Mockingbird	2005	Mockingbirds and Thrashers	Birds	Protected Bird
St. Lawrence	Toxostoma rufum	Brown Thrasher	2005	Mockingbirds and Thrashers	Birds	Protected Bird
St. Lawrence	Antrostomus vociferus	Whip-poor-will	2011	Nightbirds	Birds	Special Concern
St. Lawrence	Chordeiles minor	Common Nighthawk	2005	Nightbirds	Birds	Special Concern
St. Lawrence	Sitta canadensis	Red-breasted Nuthatch	2005	Nuthatches	Birds	Protected Bird
St. Lawrence	Sitta carolinensis	White-breasted Nuthatch	2005	Nuthatches	Birds	Protected Bird
St. Lawrence	Passer domesticus	House Sparrow	2005	Old World Sparrows	Birds	not listed
St. Lawrence	Aegolius acadicus	Northern Saw-whet Owl	2005	Owls	Birds	Protected Bird
St. Lawrence	Asio flammeus	Short-eared Owl	2000	Owls	Birds	Endangered
St. Lawrence	Asio otus	Long-eared Owl	2005	Owls	Birds	Protected Bird
St. Lawrence	Bubo virginianus	Great Horned Owl	2005	Owls	Birds	Protected Bird
St. Lawrence	Megascops asio	Eastern Screech-Owl	2005	Owls	Birds	Protected Bird
St. Lawrence	Strix varia	Barred Owl	2005	Owls	Birds	Protected Bird
St. Lawrence	Tyto alba	Barn Owl	NA	Owls	Birds	Protected Bird
St. Lawrence	Columba livia	Rock Pigeon	2005	Pigeons and Doves	Birds	not listed
St. Lawrence	Zenaida macroura	Mourning Dove	2005	Pigeons and Doves	Birds	Protected Bird
St. Lawrence	Fulica americana	American Coot	2005	Rails, Coots and Cranes	Birds	Protected Bird - Game with open season
St. Lawrence	Gallinula galeata	Common Moorhen	2005	Rails, Coots and Cranes	Birds	Protected Bird - Game with open season
St. Lawrence	Porzana carolina	Sora	2005	Rails, Coots and Cranes	Birds	Protected Bird - Game with open season
St. Lawrence	Rallus limicola	Virginia Rail	2005	Rails, Coots and Cranes	Birds	Protected Bird - Game with open season
St. Lawrence	Lanius ludovicianus	Loggerhead Shrike	1983	Shrikes	Birds	Endangered
St. Lawrence	Ammodramus henslowii	Henslow's Sparrow	2005	Sparrows and Towhees	Birds	Threatened
St. Lawrence	Ammodramus savannarum	Grasshopper Sparrow	2005	Sparrows and Towhees	Birds	Special Concern
St. Lawrence	Junco hyemalis	Dark-eyed Junco	2005	Sparrows and Towhees	Birds	Protected Bird
St. Lawrence	Melospiza georgiana	Swamp Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
St. Lawrence	Melospiza lincolnii	Lincoln's Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
St. Lawrence	Melospiza melodia	Song Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
St. Lawrence	Passerculus sandwichensis	Savannah Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
St. Lawrence	Pipilo erythrophthalmus	Eastern Towhee	2005	Sparrows and Towhees	Birds	Protected Bird
St. Lawrence	Pooecetes gramineus	Vesper Sparrow	2005	Sparrows and Towhees	Birds	Special Concern
St. Lawrence	Spizella passerina	Chipping Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
St. Lawrence	Spizella pusilla	Field Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
St. Lawrence	Zonotrichia albicollis	White-throated Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
St. Lawrence	Sturnus vulgaris	European Starling	2005	Starlings	Birds	not listed
St. Lawrence	Hirundo rustica	Barn Swallow	2005	Swallows	Birds	Protected Bird
St. Lawrence	Petrochelidon pyrrhonota	Cliff Swallow	2005	Swallows	Birds	Protected Bird
St. Lawrence	Progne subis	Purple Martin	2005	Swallows	Birds	Protected Bird
St. Lawrence	Riparia riparia	Bank Swallow	2005	Swallows	Birds	Protected Bird
St. Lawrence	Stelgidopteryx serripennis	Northern Rough-winged Swallow	2005	Swallows	Birds	Protected Bird
St. Lawrence	Tachycineta bicolor	Tree Swallow	2005	Swallows	Birds	Protected Bird
St. Lawrence	Catharus fuscescens	Veery	2005	Thrushes and Bluebirds	Birds	Protected Bird
St. Lawrence	Catharus guttatus	Hermit Thrush	2005	Thrushes and Bluebirds	Birds	Protected Bird
St. Lawrence	Catharus ustulatus	Swainson's Thrush	2005	Thrushes and Bluebirds	Birds	Protected Bird
St. Lawrence	Hylocichla mustelina	Wood Thrush	2005	Thrushes and Bluebirds	Birds	Protected Bird
St. Lawrence	Sialia sialis	Eastern Bluebird	2005	Thrushes and Bluebirds	Birds	Protected Bird
St. Lawrence	Turdus migratorius	American Robin	2005	Thrushes and Bluebirds	Birds	Protected Bird
St. Lawrence	Vireo flavifrons	Yellow-throated Vireo	2005	Vireos	Birds	Protected Bird
St. Lawrence	Vireo gilvus	Warbling Vireo	2005	Vireos	Birds	Protected Bird
St. Lawrence	Vireo olivaceus	Red-eyed Vireo	2005	Vireos	Birds	Protected Bird
St. Lawrence	Vireo philadelphicus	Philadelphia Vireo	2005	Vireos	Birds	Protected Bird
St. Lawrence	Vireo solitarius	Blue-headed Vireo	2005	Vireos	Birds	Protected Bird
St. Lawrence	Bombycilla cedrorum	Cedar Waxwing	2005	Waxwings	Birds	Protected Bird
St. Lawrence	Colaptes auratus	Northern Flicker	2005	Woodpeckers	Birds	Protected Bird
St. Lawrence	Dryocopus pileatus	Pileated Woodpecker	2005	Woodpeckers	Birds	Protected Bird
St. Lawrence	Melanerpes carolinus	Red-bellied Woodpecker	2005	Woodpeckers	Birds	Protected Bird
St. Lawrence	Melanerpes erythrocephalus	Red-headed Woodpecker	2014	Woodpeckers	Birds	Special Concern
St. Lawrence	Picoides arcticus	Black-backed Woodpecker	2005	Woodpeckers	Birds	Protected Bird
St. Lawrence	Picoides pubescens	Downy Woodpecker	2005	Woodpeckers	Birds	Protected Bird
St. Lawrence	Picoides villosus	Hairy Woodpecker	2005	Woodpeckers	Birds	Protected Bird
St. Lawrence	Sphyrapicus varius	Yellow-bellied Sapsucker	2005	Woodpeckers	Birds	Protected Bird
St. Lawrence	Cardellina canadensis	Canada Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Geothlypis philadelphia	Mourning Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Geothlypis trichas	Common Yellowthroat	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Icteria virens	Yellow-breasted Chat	NA	Wood-Warblers	Birds	Special Concern
St. Lawrence	Mniotilta varia	Black-and-white Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Oreothlypis peregrina	Tennessee Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Oreothlypis ruficapilla	Nashville Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Parkesia motacilla	Louisiana Waterthrush	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Parkesia noveboracensis	Northern Waterthrush	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Seiurus aurocapilla	Ovenbird	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Setophaga americana	Northern Parula	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Setophaga caerulescens	Black-throated Blue Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Setophaga cerulea	Cerulean Warbler	2005	Wood-Warblers	Birds	Special Concern
St. Lawrence	Setophaga coronata	Yellow-rumped Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Setophaga discolor	Prairie Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Setophaga fusca	Blackburnian Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Setophaga magnolia	Magnolia Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Setophaga palmarum	Palm Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Setophaga pensylvanica	Chestnut-sided Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Setophaga petechia	Yellow Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Setophaga pinus	Pine Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Setophaga ruticilla	American Redstart	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Setophaga virens	Black-throated Green Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Vermivora chrysoptera	Golden-winged Warbler	2005	Wood-Warblers	Birds	Special Concern
St. Lawrence	Vermivora chrysoptera x cyanoptera	Lawrence's Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Vermivora cyanoptera	Blue-winged Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Vermivora cyanoptera x chrysoptera	Brewster's Warbler	2005	Wood-Warblers	Birds	Protected Bird
St. Lawrence	Cistothorus palustris	Marsh Wren	2005	Wrens	Birds	Protected Bird
St. Lawrence	Cistothorus platensis	Sedge Wren	2001	Wrens	Birds	Threatened
St. Lawrence	Thryothorus ludovicianus	Carolina Wren	2005	Wrens	Birds	Protected Bird
St. Lawrence	Troglodytes aedon	House Wren	2005	Wrens	Birds	Protected Bird
St. Lawrence	Troglodytes hiemalis	Winter Wren	2005	Wrens	Birds	Protected Bird
St. Lawrence	Oeneis jutta	Jutta Arctic	2014	Butterflies and Skippers	Butterflies and Moths	not listed
St. Lawrence	Pieris virginiensis	West Virginia White	2014	Butterflies and Skippers	Butterflies and Moths	not listed
St. Lawrence	Lestes unguiculatus	Lyre-tipped Spreadwing	2009	Damselflies	Dragonflies and Damselflies	not listed
St. Lawrence	Arigomphus cornutus	Horned Clubtail	2017	Dragonflies	Dragonflies and Damselflies	not listed
St. Lawrence	Cordulegaster obliqua	Arrowhead Spiketail	2006	Dragonflies	Dragonflies and Damselflies	not listed
St. Lawrence	Gomphus quadricolor	Rapids Clubtail	2007	Dragonflies	Dragonflies and Damselflies	not listed
St. Lawrence	Gomphus ventricosus	Skillet Clubtail	2015	Dragonflies	Dragonflies and Damselflies	not listed
St. Lawrence	Nasiaeschna pentacantha	Cyrano Darner	2009	Dragonflies	Dragonflies and Damselflies	not listed
St. Lawrence	Ophiogomphus anomalus	Extra-striped Snaketail	2007	Dragonflies	Dragonflies and Damselflies	Special Concern
St. Lawrence	Ophiogomphus aspersus	Brook Snaketail	2010	Dragonflies	Dragonflies and Damselflies	not listed
St. Lawrence	Somatochlora cingulata	Lake Emerald	1994	Dragonflies	Dragonflies and Damselflies	not listed
St. Lawrence	Somatochlora forcipata	Forcipate Emerald	2015	Dragonflies	Dragonflies and Damselflies	not listed
St. Lawrence	Somatochlora incurvata	Incurvate Emerald	2014	Dragonflies	Dragonflies and Damselflies	not listed
St. Lawrence	Somatochlora minor	Ocellated Emerald	2004	Dragonflies	Dragonflies and Damselflies	not listed
St. Lawrence	Ameiurus melas	Black Bullhead	2013	Catfishes	Fish	not listed
St. Lawrence	Ammocrypta pellucida	Eastern Sand Darter	2016	Darters and Sunfishes	Fish	Threatened
St. Lawrence	Etheostoma exile	Iowa Darter	2016	Darters and Sunfishes	Fish	not listed
St. Lawrence	Sander canadensis	Sauger	NA	Darters and Sunfishes	Fish	Game with open season
St. Lawrence	Ichthyomyzon fossor	Northern Brook Lamprey	2013	Lampreys	Fish	not listed
St. Lawrence	Chrosomus neogaeus	Finescale Dace	NA	Minnows, Shiners, Suckers	Fish	not listed
St. Lawrence	Couesius plumbeus	Lake Chub	NA	Minnows, Shiners, Suckers	Fish	not listed
St. Lawrence	Hybognathus hankinsoni	Brassy Minnow	NA	Minnows, Shiners, Suckers	Fish	not listed
St. Lawrence	Notropis anogenus	Pugnose Shiner	2004	Minnows, Shiners, Suckers	Fish	Endangered
St. Lawrence	Notropis bifrenatus	Bridle Shiner	2016	Minnows, Shiners, Suckers	Fish	not listed
St. Lawrence	Notropis heterodon	Blackchin Shiner	2003	Minnows, Shiners, Suckers	Fish	not listed
St. Lawrence	Notropis heterolepis	Blacknose Shiner	2015	Minnows, Shiners, Suckers	Fish	not listed
St. Lawrence	Hiodon tergisus	Mooneye	2009	Mooneyes	Fish	Threatened
St. Lawrence	Prosopium cylindraceum	Round Whitefish	2009	Salmon and Trout	Fish	Endangered
St. Lawrence	Acipenser fulvescens	Lake Sturgeon	2008	Sturgeons and Paddlefish	Fish	Threatened
St. Lawrence	Lasionycteris noctivagans	Silver-haired Bat	NA	Bats	Mammals	not listed
St. Lawrence	Myotis leibii	Eastern Small-footed Myotis	1986	Bats	Mammals	Special Concern
St. Lawrence	Myotis septentrionalis	Northern Long-eared Bat	NA	Bats	Mammals	Threatened
St. Lawrence	Perimyotis subflavus	Tri-colored Bat	NA	Bats	Mammals	not listed
St. Lawrence	Lampsilis cariosa	Yellow Lampmussel	2000	Freshwater Mussels	Mussels and Clams	not listed
St. Lawrence	Leptodea fragilis	Fragile Papershell	2013	Freshwater Mussels	Mussels and Clams	not listed
St. Lawrence	Ligumia recta	Black Sandshell	2016	Freshwater Mussels	Mussels and Clams	not listed
St. Lawrence	Margaritifera margaritifera	Eastern Pearlshell	2015	Freshwater Mussels	Mussels and Clams	not listed
St. Lawrence	Potamilus alatus	Pink Heelsplitter	2013	Freshwater Mussels	Mussels and Clams	not listed
St. Lawrence	Diadophis punctatus	Ring-necked Snake	1999	Snakes	Reptiles	Game with no open season
St. Lawrence	Lampropeltis triangulum	Milksnake	1999	Snakes	Reptiles	Game with no open season
St. Lawrence	Nerodia sipedon	Northern Watersnake	1999	Snakes	Reptiles	Game with no open season
St. Lawrence	Opheodrys vernalis	Smooth Green Snake	1999	Snakes	Reptiles	Game with no open season
St. Lawrence	Pantherophis spiloides	Eastern Ratsnake	1999	Snakes	Reptiles	Game with no open season
St. Lawrence	Storeria dekayi	Dekay's Brownsnake	1999	Snakes	Reptiles	Game with no open season
St. Lawrence	Storeria occipitomaculata	Red-bellied Snake	1999	Snakes	Reptiles	Game with no open season
St. Lawrence	Thamnophis sauritus	Eastern Ribbonsnake	1999	Snakes	Reptiles	Game with no open season
St. Lawrence	Thamnophis sirtalis	Common Gartersnake	1999	Snakes	Reptiles	Game with no open season
St. Lawrence	Chelydra serpentina	Snapping Turtle	1999	Turtles	Reptiles	Game with open season
St. Lawrence	Chrysemys picta	Painted Turtle	1999	Turtles	Reptiles	Game with no open season
St. Lawrence	Clemmys guttata	Spotted Turtle	1999	Turtles	Reptiles	Special Concern
St. Lawrence	Emydoidea blandingii	Blanding's Turtle	2011	Turtles	Reptiles	Threatened
St. Lawrence	Glyptemys insculpta	Wood Turtle	1999	Turtles	Reptiles	Special Concern
St. Lawrence	Graptemys geographica	Common Map Turtle	1999	Turtles	Reptiles	Game with no open season
St. Lawrence	Sternotherus odoratus	Common Musk Turtle	1999	Turtles	Reptiles	Game with no open season
St. Lawrence	Red maple-hardwood swamp	Red Maple-Hardwood Swamp	1995	Forested Mineral Soil Wetlands	Freshwater Nontidal Wetlands	not applicable
St. Lawrence	Silver maple-ash swamp	Silver Maple-Ash Swamp	2007	Forested Mineral Soil Wetlands	Freshwater Nontidal Wetlands	not applicable
